edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,satisfaccion_entorno,implicacion,nivel_laboral,puesto,satisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_anual,impacto_economico
59,No,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,Alta,Media,4,Manufacturing Director,Media,Single,13726,3,Yes,13,Alta,Baja,0,30,4,5,4,3,164712,34589.52
37,Yes,Travel_Rarely,Research & Development,11,Universitaria,Medical,Baja,Baja,2,Healthcare Representative,Baja,Married,4777,5,No,15,Alta,Baja,0,15,2,1,0,0,57324,11694.096
55,No,Travel_Frequently,Research & Development,18,Universitaria,Medical,Alta,Alta,2,Healthcare Representative,Alta,Married,6385,3,Yes,14,Alta,Muy_Alta,2,17,3,8,6,7,76620,16090.199999999999
41,No,Non-Travel,Research & Development,7,Primaria,Life Sciences,Media,Baja,5,Research Director,Baja,Divorced,19973,1,No,22,Muy_Alta,Media,2,21,3,21,5,10,239676,50331.96
38,No,Travel_Rarely,Sales,3,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Single,6861,8,Yes,12,Alta,Alta,0,19,1,1,0,0,82332,17289.72
26,Yes,Non-Travel,Sales,29,Universitaria,Medical,Media,Baja,2,Sales Executive,Baja,Single,4969,8,No,18,Alta,Muy_Alta,0,7,6,2,2,2,59628,12164.112
52,Yes,Travel_Rarely,Sales,2,Primaria,Marketing,Baja,Baja,5,Manager,Baja,Married,19845,1,No,15,Alta,Muy_Alta,1,33,3,32,6,9,238140,50009.4
44,No,Travel_Rarely,Sales,28,Master,Medical,Muy_Alta,Muy_Alta,4,Sales Executive,Muy_Alta,Married,13320,3,Yes,18,Alta,Alta,1,23,2,12,11,11,159840,33566.4
50,No,Non-Travel,Sales,1,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Married,6347,0,No,12,Alta,Baja,1,19,3,18,0,13,76164,15994.439999999999
36,Yes,Travel_Rarely,Research & Development,16,Master,Life Sciences,Alta,Muy_Alta,1,Laboratory Technician,Muy_Alta,Single,2743,1,No,16,Alta,Alta,0,18,1,17,15,14,32916,6484.452
39,No,Travel_Frequently,Research & Development,22,Universitaria,Medical,Muy_Alta,Alta,3,Manufacturing Director,Alta,Single,10880,1,Yes,13,Alta,Alta,0,21,2,21,2,8,130560,27417.6
33,No,Non-Travel,Sales,8,Secundaria,Life Sciences,Media,Media,1,Sales Representative,Media,Single,2342,0,No,19,Alta,Muy_Alta,0,3,2,2,2,2,28104,4524.744
45,No,Travel_Rarely,Sales,11,Universitaria,Life Sciences,Muy_Alta,Alta,4,Manager,Alta,Married,17650,3,No,13,Alta,Media,1,26,4,9,1,1,211800,44478.0
32,No,Non-Travel,Research & Development,29,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,4025,9,No,12,Alta,Media,0,10,2,8,7,7,48300,9515.1
34,No,Travel_Rarely,Sales,1,Master,Marketing,Media,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,9725,0,No,11,Alta,Muy_Alta,1,16,2,15,0,9,116700,24507.0
59,No,Travel_Rarely,Sales,1,Universitaria,Technical Degree,Media,Alta,3,Manager,Alta,Married,11904,3,Yes,14,Alta,Alta,1,14,1,6,0,4,142848,29998.079999999998
45,No,Travel_Rarely,Human Resources,24,Universitaria,Medical,Media,Alta,1,Human Resources,Alta,Single,2177,1,No,16,Alta,Baja,0,6,3,6,0,4,26124,4205.964
53,No,Travel_Frequently,Sales,2,Universitaria,Marketing,Alta,Media,3,Sales Executive,Media,Married,7525,2,No,12,Alta,Baja,1,30,2,15,6,12,90300,18963.0
36,Yes,Travel_Rarely,Research & Development,15,Universitaria,Other,Baja,Alta,2,Laboratory Technician,Alta,Divorced,4834,7,No,14,Alta,Media,1,9,3,1,0,0,58008,11833.632
26,Yes,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Married,2042,6,Yes,14,Alta,Media,1,6,2,3,1,2,24504,3945.1440000000002
34,No,Travel_Rarely,Sales,10,Universitaria,Life Sciences,Alta,Alta,1,Sales Representative,Alta,Married,2220,1,Yes,19,Alta,Muy_Alta,1,1,2,1,0,0,26640,4289.04
28,No,Travel_Rarely,Sales,10,Universitaria,Medical,Muy_Alta,Alta,1,Sales Representative,Alta,Married,1052,1,No,22,Muy_Alta,Media,0,1,5,1,0,0,12624,2032.464
38,No,Travel_Frequently,Research & Development,3,Universitaria,Other,Alta,Alta,1,Research Scientist,Alta,Married,2821,3,No,16,Alta,Baja,1,8,2,2,2,2,33852,6668.844
50,No,Travel_Rarely,Research & Development,2,Universitaria,Medical,Media,Alta,5,Research Director,Alta,Married,19237,2,Yes,11,Alta,Muy_Alta,1,29,2,8,7,7,230844,48477.24
37,No,Travel_Rarely,Research & Development,3,Universitaria,Other,Muy_Alta,Alta,2,Healthcare Representative,Alta,Single,4107,3,No,15,Alta,Baja,0,8,3,4,0,1,49284,9708.948
40,No,Travel_Rarely,Sales,26,Universitaria,Marketing,Alta,Alta,2,Sales Executive,Alta,Married,8396,1,No,14,Alta,Media,1,8,3,7,7,5,100752,21157.92
26,No,Travel_Frequently,Research & Development,1,Secundaria,Medical,Baja,Media,1,Research Scientist,Media,Divorced,2007,1,No,13,Alta,Alta,2,5,5,5,1,3,24084,3877.524
46,No,Travel_Rarely,Research & Development,1,Universitaria,Medical,Muy_Alta,Alta,5,Research Director,Alta,Divorced,19627,9,No,17,Alta,Muy_Alta,2,23,0,2,2,2,235524,49460.04
54,No,Travel_Rarely,Sales,2,Secundaria,Life Sciences,Alta,Media,3,Sales Executive,Media,Married,10686,6,No,11,Alta,Media,1,13,4,9,7,0,128232,26928.719999999998
56,No,Travel_Frequently,Research & Development,9,Universitaria,Medical,Baja,Alta,1,Research Scientist,Alta,Married,2942,2,No,19,Alta,Media,1,18,4,5,0,3,35304,6954.888
36,No,Travel_Rarely,Research & Development,12,Secundaria,Medical,Muy_Alta,Media,3,Manufacturing Director,Media,Single,8858,0,No,11,Alta,Media,0,15,2,14,7,8,106296,22322.16
55,No,Non-Travel,Research & Development,2,Secundaria,Medical,Alta,Media,4,Manager,Media,Single,16756,7,No,15,Alta,Media,0,31,3,9,6,2,201072,42225.119999999995
43,No,Travel_Rarely,Sales,25,Secundaria,Medical,Alta,Media,3,Sales Executive,Media,Divorced,10798,5,No,13,Alta,Alta,1,18,5,1,0,0,129576,27210.96
20,Yes,Travel_Frequently,Sales,9,Universitaria,Marketing,Muy_Alta,Alta,1,Sales Representative,Alta,Single,2323,1,Yes,14,Alta,Media,0,2,3,2,0,2,27876,4488.036
21,Yes,Travel_Rarely,Research & Development,10,Secundaria,Life Sciences,Alta,Media,1,Laboratory Technician,Alta,Single,1416,1,No,13,Alta,Baja,0,1,6,1,1,0,16992,2735.712
46,No,Travel_Rarely,Research & Development,8,Secundaria,Life Sciences,Muy_Alta,Media,2,Research Scientist,Media,Divorced,4615,8,Yes,23,Muy_Alta,Baja,3,19,2,16,1,7,55380,11297.519999999999
51,Yes,Travel_Rarely,Research & Development,4,Universitaria,Life Sciences,Baja,Alta,1,Research Scientist,Alta,Married,2461,9,Yes,12,Alta,Alta,3,18,2,10,2,7,29532,4754.652
28,Yes,Non-Travel,Research & Development,24,Secundaria,Technical Degree,Media,Media,3,Healthcare Representative,Media,Single,8722,1,No,12,Alta,Baja,0,10,2,10,1,9,104664,21979.44
26,No,Travel_Rarely,Research & Development,1,Secundaria,Medical,Baja,Media,1,Laboratory Technician,Media,Married,3955,1,No,16,Alta,Baja,2,6,2,5,1,3,47460,9349.62
30,No,Travel_Rarely,Research & Development,20,Universitaria,Other,Alta,Alta,2,Manufacturing Director,Alta,Married,9957,0,No,15,Alta,Alta,1,7,1,6,0,2,119484,25091.64
41,No,Travel_Rarely,Research & Development,7,Master,Technical Degree,Media,Muy_Alta,1,Research Scientist,Muy_Alta,Married,3376,1,No,13,Alta,Alta,0,10,3,10,0,8,40512,7980.8640000000005
38,No,Travel_Rarely,Research & Development,17,Secundaria,Life Sciences,Alta,Media,3,Healthcare Representative,Media,Married,8823,0,No,18,Alta,Baja,1,20,4,19,1,9,105876,22233.96
40,No,Travel_Rarely,Research & Development,20,Universitaria,Technical Degree,Baja,Alta,3,Healthcare Representative,Alta,Married,10322,4,No,20,Muy_Alta,Muy_Alta,1,14,6,11,11,1,123864,26011.44
27,No,Non-Travel,Research & Development,8,Primaria,Life Sciences,Baja,Baja,1,Laboratory Technician,Baja,Married,4621,1,No,19,Alta,Muy_Alta,3,3,4,3,1,2,55452,11312.207999999999
55,No,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Muy_Alta,Alta,3,Manufacturing Director,Alta,Married,10976,3,No,18,Alta,Media,1,23,4,3,1,2,131712,27659.52
28,No,Travel_Rarely,Research & Development,10,Universitaria,Other,Alta,Alta,2,Research Scientist,Alta,Single,3660,3,No,13,Alta,Muy_Alta,0,10,4,8,1,7,43920,8652.24
44,Yes,Travel_Rarely,Human Resources,1,Secundaria,Medical,Media,Media,3,Human Resources,Media,Married,10482,9,No,14,Alta,Muy_Alta,1,24,1,20,3,6,125784,26414.64
33,No,Travel_Rarely,Research & Development,5,Universitaria,Life Sciences,Muy_Alta,Media,3,Healthcare Representative,Media,Divorced,7119,4,No,15,Alta,Alta,1,9,2,3,1,2,85428,17939.88
35,Yes,Travel_Rarely,Sales,4,Universitaria,Technical Degree,Muy_Alta,Alta,3,Sales Executive,Alta,Single,9582,0,Yes,22,Muy_Alta,Baja,0,9,2,8,4,7,114984,24146.64
33,Yes,Travel_Frequently,Research & Development,29,Secundaria,Medical,Baja,Media,2,Research Scientist,Media,Single,4508,1,No,22,Muy_Alta,Media,0,14,4,13,3,8,54096,11035.583999999999
28,No,Travel_Rarely,Research & Development,15,Universitaria,Life Sciences,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2207,1,No,16,Alta,Muy_Alta,1,4,5,4,2,2,26484,4263.924
34,No,Travel_Frequently,Research & Development,3,Universitaria,Life Sciences,Baja,Alta,2,Healthcare Representative,Alta,Single,7756,0,No,17,Alta,Alta,0,7,1,6,0,4,93072,19545.12
37,No,Travel_Rarely,Sales,10,Secundaria,Life Sciences,Muy_Alta,Media,2,Sales Executive,Media,Divorced,6694,2,Yes,14,Alta,Alta,3,8,5,1,0,0,80328,16868.88
25,Yes,Travel_Rarely,Research & Development,4,Universitaria,Technical Degree,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,3691,1,Yes,15,Alta,Media,1,7,3,7,5,6,44292,8725.524000000001
26,Yes,Travel_Rarely,Research & Development,21,Universitaria,Medical,Baja,Alta,1,Laboratory Technician,Alta,Divorced,2377,1,No,20,Muy_Alta,Alta,1,1,0,1,0,0,28524,4592.3640000000005
33,Yes,Travel_Rarely,Research & Development,25,Secundaria,Medical,Baja,Media,1,Research Scientist,Media,Single,2313,4,Yes,20,Muy_Alta,Media,0,5,0,2,2,2,27756,4468.716
42,No,Travel_Rarely,Research & Development,2,Universitaria,Medical,Muy_Alta,Alta,4,Manager,Alta,Married,17665,0,No,17,Alta,Muy_Alta,1,23,3,22,13,7,211980,44515.799999999996
28,Yes,Travel_Frequently,Research & Development,1,Secundaria,Medical,Baja,Media,1,Laboratory Technician,Media,Divorced,2596,1,No,15,Alta,Baja,2,1,2,1,0,0,31152,6136.944
50,Yes,Travel_Frequently,Sales,1,Universitaria,Other,Muy_Alta,Alta,2,Sales Executive,Alta,Single,4728,3,Yes,14,Alta,Muy_Alta,0,5,4,0,0,0,56736,11574.143999999998
33,No,Travel_Frequently,Sales,7,Universitaria,Life Sciences,Muy_Alta,Alta,2,Sales Executive,Alta,Married,4302,0,No,17,Alta,Alta,1,4,3,3,0,2,51624,10531.295999999998
34,No,Non-Travel,Research & Development,3,Secundaria,Life Sciences,Alta,Media,1,Research Scientist,Media,Married,2979,3,No,17,Alta,Muy_Alta,3,6,2,0,0,0,35748,7042.356000000001
48,No,Non-Travel,Research & Development,1,Master,Medical,Baja,Muy_Alta,4,Manager,Alta,Single,16885,2,No,22,Muy_Alta,Alta,0,27,3,5,2,1,202620,42550.2
45,No,Non-Travel,Sales,9,Secundaria,Life Sciences,Media,Media,2,Sales Executive,Media,Married,5593,1,No,13,Alta,Muy_Alta,1,15,2,15,4,12,67116,13691.663999999999
52,No,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,Media,Alta,3,Healthcare Representative,Alta,Single,10445,7,No,19,Alta,Muy_Alta,0,18,4,8,4,0,125340,26321.399999999998
38,No,Travel_Rarely,Sales,10,Universitaria,Marketing,Alta,Media,3,Sales Executive,Media,Divorced,8740,0,Yes,14,Alta,Media,2,9,2,8,2,7,104880,22024.8
29,No,Travel_Rarely,Research & Development,28,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Divorced,2514,4,No,22,Muy_Alta,Baja,1,11,1,7,1,7,30168,5943.0960000000005
28,No,Travel_Rarely,Research & Development,3,Universitaria,Medical,Muy_Alta,Alta,3,Manufacturing Director,Alta,Divorced,7655,0,No,17,Alta,Media,3,10,3,9,1,7,91860,19290.6
46,No,Travel_Rarely,Sales,3,Universitaria,Marketing,Baja,Alta,4,Manager,Alta,Married,17465,3,No,12,Alta,Muy_Alta,1,23,3,12,4,9,209580,44011.799999999996
38,No,Travel_Rarely,Sales,2,Universitaria,Marketing,Muy_Alta,Alta,3,Sales Executive,Alta,Single,7351,7,No,16,Alta,Alta,0,10,2,1,0,0,88212,18524.52
43,No,Travel_Frequently,Research & Development,27,Universitaria,Life Sciences,Alta,Alta,3,Manufacturing Director,Alta,Married,10820,8,No,11,Alta,Alta,1,18,1,8,0,1,129840,27266.399999999998
39,Yes,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Baja,Alta,4,Healthcare Representative,Alta,Divorced,12169,7,No,11,Alta,Muy_Alta,3,21,4,18,11,5,146028,30665.879999999997
40,No,Travel_Rarely,Research & Development,14,Secundaria,Medical,Alta,Media,5,Research Director,Media,Single,19626,1,No,14,Alta,Baja,0,21,2,20,4,9,235512,49457.52
21,No,Travel_Rarely,Research & Development,1,Secundaria,Technical Degree,Muy_Alta,Media,1,Research Scientist,Media,Single,2070,1,Yes,11,Alta,Alta,0,2,6,2,2,2,24840,3999.2400000000002
39,No,Non-Travel,Research & Development,9,Universitaria,Life Sciences,Alta,Alta,2,Laboratory Technician,Alta,Single,6782,9,No,15,Alta,Alta,0,9,2,5,0,3,81384,17090.64
36,No,Non-Travel,Research & Development,18,Universitaria,Life Sciences,Baja,Alta,2,Manufacturing Director,Alta,Single,7779,2,No,20,Muy_Alta,Baja,0,18,0,11,0,9,93348,19603.079999999998
31,No,Travel_Frequently,Sales,20,Master,Life Sciences,Alta,Muy_Alta,1,Sales Representative,Alta,Married,2791,0,No,12,Alta,Baja,1,3,4,2,2,2,33492,6597.924
28,No,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,Baja,Media,1,Research Scientist,Media,Married,3201,0,No,17,Alta,Baja,0,6,2,5,0,4,38412,7567.164000000001
35,No,Travel_Frequently,Sales,11,Universitaria,Marketing,Muy_Alta,Alta,2,Sales Executive,Alta,Divorced,4968,1,No,11,Alta,Muy_Alta,1,5,3,5,0,2,59616,12161.663999999999
49,No,Travel_Rarely,Sales,8,Secundaria,Technical Degree,Muy_Alta,Media,4,Sales Executive,Media,Married,13120,6,No,17,Alta,Media,1,22,3,9,2,3,157440,33062.4
34,No,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Muy_Alta,Alta,2,Manufacturing Director,Alta,Single,4033,2,No,11,Alta,Muy_Alta,0,5,3,3,0,2,48396,9534.012
29,No,Travel_Frequently,Research & Development,10,Universitaria,Life Sciences,Muy_Alta,Alta,1,Research Scientist,Alta,Divorced,3291,0,No,14,Alta,Muy_Alta,2,8,2,7,1,1,39492,7779.924
42,No,Travel_Rarely,Research & Development,29,Primaria,Medical,Media,Baja,2,Laboratory Technician,Baja,Single,4272,4,No,19,Alta,Baja,0,16,3,1,0,0,51264,10457.856
29,No,Travel_Rarely,Research & Development,8,Secundaria,Medical,Media,Media,2,Manufacturing Director,Media,Married,5056,1,Yes,15,Alta,Alta,1,10,2,10,1,2,60672,12377.088
38,No,Travel_Rarely,Human Resources,1,Universitaria,Human Resources,Alta,Muy_Alta,1,Human Resources,Muy_Alta,Married,2844,1,No,13,Alta,Muy_Alta,1,7,2,7,5,0,34128,6723.216
28,No,Travel_Frequently,Research & Development,6,Secundaria,Life Sciences,Alta,Media,1,Research Scientist,Alta,Divorced,2703,1,Yes,14,Alta,Muy_Alta,1,3,2,3,0,2,32436,6389.892
18,Yes,Non-Travel,Research & Development,8,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Single,1904,1,No,12,Alta,Muy_Alta,0,0,0,0,0,0,22848,3678.5280000000002
33,Yes,Travel_Rarely,Sales,9,Universitaria,Marketing,Baja,Alta,2,Sales Executive,Alta,Single,8224,0,Yes,17,Alta,Baja,0,6,3,5,0,3,98688,20724.48
41,No,Travel_Rarely,Research & Development,12,Universitaria,Life Sciences,Media,Alta,1,Laboratory Technician,Alta,Married,4766,3,Yes,11,Alta,Baja,1,6,4,1,0,0,57192,11667.168
31,Yes,Travel_Frequently,Research & Development,15,Universitaria,Medical,Alta,Alta,1,Laboratory Technician,Alta,Married,2610,1,No,12,Alta,Alta,1,2,5,2,2,2,31320,6170.04
37,No,Travel_Rarely,Research & Development,25,Secundaria,Medical,Alta,Media,2,Healthcare Representative,Media,Divorced,5731,7,No,13,Alta,Alta,2,9,2,6,1,3,68772,14029.488
27,No,Travel_Rarely,Research & Development,6,Universitaria,Life Sciences,Muy_Alta,Media,1,Research Scientist,Media,Married,2539,1,No,13,Alta,Alta,1,4,0,4,2,2,30468,6002.196
34,No,Travel_Rarely,Sales,9,Universitaria,Life Sciences,Media,Alta,2,Sales Executive,Alta,Married,5714,1,No,20,Muy_Alta,Baja,0,6,3,6,1,3,68568,13987.872
35,No,Travel_Rarely,Human Resources,8,Universitaria,Technical Degree,Alta,Alta,1,Human Resources,Alta,Single,4323,1,No,17,Alta,Media,0,6,2,5,1,4,51876,10582.704
29,Yes,Travel_Rarely,Sales,23,Secundaria,Life Sciences,Muy_Alta,Media,3,Sales Executive,Media,Married,7336,1,No,13,Alta,Baja,1,11,3,11,3,10,88032,18486.719999999998
40,No,Travel_Frequently,Research & Development,9,Universitaria,Medical,Media,Alta,3,Research Director,Alta,Single,13499,9,No,17,Alta,Alta,0,20,3,18,2,13,161988,34017.479999999996
42,Yes,Travel_Frequently,Sales,12,Universitaria,Life Sciences,Alta,Alta,4,Sales Executive,Alta,Single,13758,0,Yes,12,Alta,Media,0,22,2,21,13,14,165096,34670.159999999996
42,No,Travel_Rarely,Sales,4,Universitaria,Marketing,Media,Alta,2,Sales Executive,Alta,Single,5155,7,No,13,Alta,Muy_Alta,0,9,3,6,1,5,61860,12619.439999999999
35,No,Travel_Rarely,Research & Development,1,Secundaria,Medical,Muy_Alta,Media,1,Laboratory Technician,Media,Married,2258,6,No,12,Alta,Media,1,10,2,8,1,7,27096,4362.456
24,No,Travel_Rarely,Research & Development,24,Universitaria,Medical,Muy_Alta,Alta,1,Laboratory Technician,Alta,Single,3597,8,No,22,Muy_Alta,Muy_Alta,0,6,2,4,1,2,43164,8503.308
28,Yes,Travel_Rarely,Research & Development,12,Universitaria,Life Sciences,Alta,Alta,1,Laboratory Technician,Alta,Married,2515,1,Yes,11,Alta,Muy_Alta,0,1,4,1,0,0,30180,5945.46
26,No,Travel_Rarely,Research & Development,3,Master,Medical,Baja,Muy_Alta,1,Laboratory Technician,Muy_Alta,Married,4420,1,No,22,Muy_Alta,Media,1,8,2,8,0,7,53040,10820.16
30,No,Travel_Rarely,Sales,10,Secundaria,Marketing,Alta,Media,2,Sales Executive,Media,Married,6578,1,No,18,Alta,Baja,1,10,3,10,1,4,78936,16576.559999999998
40,No,Travel_Frequently,Research & Development,26,Secundaria,Medical,Alta,Media,2,Research Scientist,Media,Married,4422,3,Yes,13,Alta,Muy_Alta,1,16,3,1,0,0,53064,10825.055999999999
35,No,Travel_Rarely,Research & Development,2,Secundaria,Life Sciences,Alta,Media,3,Manufacturing Director,Media,Divorced,10274,2,No,18,Alta,Media,1,15,2,7,6,4,123288,25890.48
34,No,Travel_Frequently,Research & Development,1,Secundaria,Medical,Muy_Alta,Media,2,Healthcare Representative,Media,Single,5343,0,No,20,Muy_Alta,Alta,0,14,3,13,4,9,64116,13079.663999999999
35,No,Travel_Frequently,Research & Development,4,Secundaria,Other,Muy_Alta,Media,1,Laboratory Technician,Media,Married,2376,1,No,13,Alta,Media,1,2,2,2,2,2,28512,4590.432
43,Yes,Travel_Rarely,Sales,9,Primaria,Marketing,Baja,Baja,2,Sales Executive,Baja,Single,5346,8,No,13,Alta,Media,0,7,2,4,1,3,64152,13087.008
32,No,Non-Travel,Sales,2,Universitaria,Life Sciences,Alta,Alta,1,Sales Representative,Alta,Divorced,2827,1,No,12,Alta,Alta,3,1,3,1,0,0,33924,6683.028
56,No,Travel_Rarely,Research & Development,4,Universitaria,Technical Degree,Muy_Alta,Alta,5,Manager,Alta,Divorced,19943,4,No,13,Alta,Muy_Alta,1,28,2,5,4,2,239316,50256.36
29,No,Travel_Rarely,Research & Development,6,Universitaria,Medical,Media,Alta,1,Laboratory Technician,Alta,Married,3131,1,No,13,Alta,Baja,1,10,5,10,0,8,37572,7401.684
19,No,Travel_Rarely,Research & Development,9,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Single,2552,1,No,25,Muy_Alta,Alta,0,1,4,1,0,0,30624,6032.928
45,No,Travel_Rarely,Research & Development,7,Universitaria,Medical,Baja,Alta,1,Research Scientist,Alta,Married,4477,4,Yes,19,Alta,Alta,1,7,2,3,0,2,53724,10959.696
37,No,Travel_Rarely,Research & Development,1,Secundaria,Life Sciences,Muy_Alta,Media,2,Manufacturing Director,Media,Married,6474,1,No,13,Alta,Media,1,14,2,14,3,11,77688,16314.48
20,No,Travel_Rarely,Research & Development,3,Secundaria,Life Sciences,Baja,Media,1,Laboratory Technician,Media,Single,3033,1,No,12,Alta,Baja,0,2,2,2,1,2,36396,7170.012000000001
44,Yes,Travel_Rarely,Research & Development,10,Universitaria,Life Sciences,Alta,Alta,1,Research Scientist,Alta,Single,2936,1,Yes,11,Alta,Alta,0,6,4,6,0,2,35232,6940.704000000001
53,No,Travel_Rarely,Research & Development,7,Universitaria,Medical,Muy_Alta,Alta,5,Manager,Alta,Divorced,18606,3,No,18,Alta,Media,1,26,6,7,4,7,223272,46887.119999999995
29,No,Travel_Rarely,Research & Development,15,Universitaria,Life Sciences,Media,Baja,1,Research Scientist,Baja,Married,2168,0,Yes,18,Alta,Baja,1,6,2,5,1,3,26016,4188.576
22,Yes,Travel_Frequently,Research & Development,3,Secundaria,Life Sciences,Alta,Media,1,Research Scientist,Media,Married,2853,0,Yes,11,Alta,Media,1,1,5,0,0,0,34236,6744.492
46,No,Travel_Rarely,Sales,2,Universitaria,Marketing,Alta,Alta,4,Manager,Alta,Married,17048,8,No,23,Muy_Alta,Baja,0,28,2,26,15,9,204576,42960.96
44,No,Non-Travel,Research & Development,17,Primaria,Life Sciences,Muy_Alta,Baja,1,Research Scientist,Baja,Single,2290,2,No,13,Alta,Muy_Alta,0,6,3,0,0,0,27480,4424.28
33,No,Travel_Rarely,Human Resources,2,Universitaria,Human Resources,Media,Alta,1,Human Resources,Alta,Married,3600,1,No,13,Alta,Muy_Alta,1,5,2,5,1,4,43200,8510.4
41,Yes,Non-Travel,Research & Development,5,Secundaria,Life Sciences,Baja,Media,1,Research Scientist,Media,Divorced,2107,6,No,17,Alta,Baja,1,5,2,1,0,0,25284,4070.724
30,No,Travel_Rarely,Sales,29,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Divorced,4115,8,No,19,Alta,Alta,3,8,3,4,0,3,49380,9727.86
40,No,Travel_Frequently,Sales,2,Universitaria,Medical,Media,Alta,2,Sales Executive,Alta,Married,4327,5,No,12,Alta,Muy_Alta,3,5,2,0,0,0,51924,10592.496
50,No,Travel_Frequently,Research & Development,2,Universitaria,Medical,Muy_Alta,Alta,4,Manager,Alta,Married,17856,2,No,22,Muy_Alta,Alta,1,32,3,2,2,2,214272,44997.119999999995
28,No,Travel_Rarely,Research & Development,19,Secundaria,Medical,Muy_Alta,Media,1,Laboratory Technician,Media,Married,3196,1,No,12,Alta,Alta,3,6,2,6,3,3,38352,7555.344
46,No,Travel_Rarely,Research & Development,15,Universitaria,Life Sciences,Muy_Alta,Alta,5,Research Director,Alta,Married,19081,5,No,11,Alta,Baja,1,25,2,4,0,3,228972,48084.119999999995
35,No,Travel_Rarely,Sales,17,Universitaria,Life Sciences,Alta,Alta,2,Sales Executive,Alta,Married,8966,3,Yes,15,Alta,Muy_Alta,3,15,2,7,1,7,107592,22594.32
24,Yes,Travel_Rarely,Research & Development,17,Universitaria,Life Sciences,Muy_Alta,Alta,1,Laboratory Technician,Alta,Married,2210,1,No,13,Alta,Baja,1,1,3,1,0,0,26520,4269.72
33,No,Travel_Frequently,Sales,25,Universitaria,Medical,Media,Alta,2,Sales Executive,Alta,Married,4539,1,No,12,Alta,Baja,1,10,3,10,0,1,54468,11111.472
36,No,Travel_Rarely,Research & Development,6,Primaria,Life Sciences,Alta,Baja,1,Laboratory Technician,Baja,Divorced,2741,1,No,14,Alta,Alta,1,7,4,7,1,7,32892,6479.724
30,No,Travel_Rarely,Research & Development,7,Universitaria,Life Sciences,Alta,Alta,2,Laboratory Technician,Alta,Divorced,3491,1,No,13,Alta,Baja,3,10,4,10,8,9,41892,8252.724
44,No,Travel_Rarely,Research & Development,29,Universitaria,Other,Muy_Alta,Alta,2,Research Scientist,Alta,Single,4541,1,No,25,Muy_Alta,Media,0,20,3,20,13,17,54492,11116.367999999999
20,No,Travel_Rarely,Sales,21,Master,Marketing,Alta,Muy_Alta,1,Sales Representative,Muy_Alta,Single,2678,1,No,17,Alta,Muy_Alta,0,2,2,2,2,2,32136,6330.792
46,No,Travel_Rarely,Research & Development,2,Universitaria,Technical Degree,Muy_Alta,Alta,2,Manufacturing Director,Alta,Divorced,7379,2,No,11,Alta,Alta,1,12,3,6,1,4,88548,18595.079999999998
42,No,Non-Travel,Human Resources,2,Master,Medical,Muy_Alta,Muy_Alta,2,Human Resources,Muy_Alta,Married,6272,7,No,16,Alta,Baja,1,10,3,4,0,3,75264,15805.439999999999
60,No,Travel_Rarely,Sales,7,Master,Marketing,Media,Muy_Alta,2,Sales Executive,Muy_Alta,Divorced,5220,0,Yes,18,Alta,Media,1,12,3,11,1,9,62640,12778.56
32,No,Travel_Frequently,Research & Development,13,Secundaria,Other,Alta,Media,1,Laboratory Technician,Media,Married,2743,1,No,20,Muy_Alta,Alta,1,2,2,2,2,2,32916,6484.452
32,No,Travel_Frequently,Research & Development,2,Universitaria,Life Sciences,Muy_Alta,Alta,2,Research Scientist,Alta,Single,4998,4,Yes,14,Alta,Muy_Alta,0,10,2,8,0,7,59976,12235.104
36,No,Travel_Rarely,Research & Development,1,Primaria,Technical Degree,Alta,Baja,3,Manufacturing Director,Baja,Divorced,10252,2,Yes,21,Muy_Alta,Alta,1,17,2,7,7,7,123024,25835.039999999997
33,No,Travel_Rarely,Research & Development,9,Universitaria,Medical,Baja,Alta,1,Research Scientist,Alta,Married,2781,0,No,13,Alta,Media,1,15,5,14,4,10,33372,6574.284000000001
